,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId
35974,35974,35974,35974, Avalanche Sharks tells the story of a bikini contest that turns into a horrifying affair when it is hit by a shark avalanche.,,/zaSf5OG7V8X8gqFvly88zDdRm46.jpg,"Odyssey_Media,Pulser_Productions,Rogue_State,The_Cartel","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2014-01-01,0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Beware Of Frost Bites,http://img.omdbapi.com/?i=0&h=600&apikey=f3f2af9c,,,22,,,,,,,,,,NaT,,,,,,
36529,36529,36529,36529,False,,0,"Comedy,Drama,Romance",,53766,tt0011865,English,Why Change Your Wife?,"Robert and Beth Bordon are married but share little. He runs into Sally at a cabaret and the Gordons are soon divorced. Just as he gets bored with Sally's superficiality, Beth strives to improve her looks. The original couple falls in love again at a summer resort.",0.193764,http://img.omdbapi.com/?i=tt0011865&h=600&apikey=f3f2af9c,Famous_Players-Lasky_Corporation,United_States_of_America,1920-05-21,0.0,90.0,,Released,,Why Change Your Wife?,False,7.5,2.0,1920,"Beth_Gordon-Gloria_Swanson,Robert_Gordon-Thomas_Meighan,Sally_Clark-Bebe_Daniels,Radinioff-Theodore_Kosloff,Aunt_Kate-Sylvia_Ashton,The_Doctor-Clarence_Geldart,Harriette_-_the_Couturière-Mayme_Kelso,Gordon's_Butler-Lucien_Littlefield,Gordon's_Maid-Edna_Mae_Cooper",Cecil_B._DeMille,,53766.0,414931.0,12543.0
36530,36530,36530,36530,False,,0,"Comedy,Drama,Romance",,53766,tt0011865,English,Why Change Your Wife?,"Robert and Beth Bordon are married but share little. He runs into Sally at a cabaret and the Gordons are soon divorced. Just as he gets bored with Sally's superficiality, Beth strives to improve her looks. The original couple falls in love again at a summer resort.",0.193764,http://img.omdbapi.com/?i=tt0011865&h=600&apikey=f3f2af9c,Famous_Players-Lasky_Corporation,United_States_of_America,1920-05-21,0.0,90.0,,Released,,Why Change Your Wife?,False,7.5,2.0,1920,"Beth_Gordon-Gloria_Swanson,Robert_Gordon-Thomas_Meighan,Sally_Clark-Bebe_Daniels,Radinioff-Theodore_Kosloff,Aunt_Kate-Sylvia_Ashton,The_Doctor-Clarence_Geldart,Harriette_-_the_Couturière-Mayme_Kelso,Gordon's_Butler-Lucien_Littlefield,Gordon's_Maid-Edna_Mae_Cooper",Cecil_B._DeMille,,53766.0,414931.0,12543.0
36667,36667,36667,36667,False,,0,"Mystery,Crime,Drama,Thriller",,42690,tt0061568,French,Diaboliquement vôtre,"Alain Delon stars as Pierre, an amnesiac recovering from a car accident. He can't remember any details about the accident or about his past life as a wealthy businessman based in the orient. He is currently being nursed back to health on his palatial estate in the french countryside by his beautiful wife, Christiane (Senta Berger), the family doctor (Sergio Fantoni), and a manservant named Kim (Peter Mosbacher).Paranoia rapidly sets in as he begins to suspect Christiane is not really his wife and that he is the victim of a sinister plot.",0.457716,http://img.omdbapi.com/?i=tt0061568&h=600&apikey=f3f2af9c,,"Italy,France,Germany",1967-12-22,0.0,93.0,"Français,Deutsch",Released,,Diabolically Yours,False,7.1,4.0,1967,"Pierre_Lagrange_a.k.a._Georges_Campo-Alain_Delon,Christiane-Senta_Berger,Fréderic_Launay-Sergio_Fantoni,le_décorateur-Claude_Piéplu,Kiem-Peter_Mosbacher,le_médecin-Albert_Augier,l'infirmière-Renate_Birgo,le_brigadier-Georges_Montant,le_barman-Albert_Domergue",Julien_Duvivier,,,,
36668,36668,36668,36668,False,,0,"Mystery,Crime,Drama,Thriller",,42690,tt0061568,French,Diaboliquement vôtre,"Alain Delon stars as Pierre, an amnesiac recovering from a car accident. He can't remember any details about the accident or about his past life as a wealthy businessman based in the orient. He is currently being nursed back to health on his palatial estate in the french countryside by his beautiful wife, Christiane (Senta Berger), the family doctor (Sergio Fantoni), and a manservant named Kim (Peter Mosbacher).Paranoia rapidly sets in as he begins to suspect Christiane is not really his wife and that he is the victim of a sinister plot.",0.457716,http://img.omdbapi.com/?i=tt0061568&h=600&apikey=f3f2af9c,,"Italy,France,Germany",1967-12-22,0.0,93.0,"Français,Deutsch",Released,,Diabolically Yours,False,7.1,4.0,1967,"Pierre_Lagrange_a.k.a._Georges_Campo-Alain_Delon,Christiane-Senta_Berger,Fréderic_Launay-Sergio_Fantoni,le_décorateur-Claude_Piéplu,Kiem-Peter_Mosbacher,le_médecin-Albert_Augier,l'infirmière-Renate_Birgo,le_brigadier-Georges_Montant,le_barman-Albert_Domergue",Julien_Duvivier,,,,
37341,37341,37341,37341,False,The_Carry_On_Collection,0,Comedy,,19297,tt0066895,English,Carry On at Your Convenience,This is the tale of industrial strife at WC Boggs' Lavatory factory. Vic Spanner is the union representative who calls a strike at the drop of a hat; eventually everyone has to get fed up with him. This is also the ideal opportunity for lots of lavatorial jokes...,1.571221,http://img.omdbapi.com/?i=tt0066895&h=600&apikey=f3f2af9c,The_Rank_Organisation,United_Kingdom,1971-12-10,0.0,90.0,English,Released,,Carry On at Your Convenience,False,5.7,18.0,1971,"Sid_Plummer-Sid_James,W._C._Boggs-Kenneth_Williams,Charles_Coote-Charles_Hawtrey,Chloë_Moore-Joan_Sims,Beattie_Plummer-Hattie_Jacques,Bernie_Hulke-Bernard_Bresslaw,Vic_Spanner-Kenneth_Cope,Hortence_Withering-Patsy_Rowlands,Myrtle_Plummer-Jacki_Piper,Lewis_Boggs-Richard_O'Callaghan,Fred_Moore-Bill_Maynard,Benny-Davy_Kaye,Agatha_Spanner-Renée_Houston,Maud-Marianne_Stone,Popsy-Margaret_Nolan",Gerald_Thomas,"factory,trade_union,toilet,coach,romance,brighton,pier,seaside,innuendo,picketing,striking",,,
37342,37342,37342,37342,False,The_Carry_On_Collection,0,Comedy,,19297,tt0066895,English,Carry On at Your Convenience,This is the tale of industrial strife at WC Boggs' Lavatory factory. Vic Spanner is the union representative who calls a strike at the drop of a hat; eventually everyone has to get fed up with him. This is also the ideal opportunity for lots of lavatorial jokes...,1.571221,http://img.omdbapi.com/?i=tt0066895&h=600&apikey=f3f2af9c,The_Rank_Organisation,United_Kingdom,1971-12-10,0.0,90.0,English,Released,,Carry On at Your Convenience,False,5.7,18.0,1971,"Sid_Plummer-Sid_James,W._C._Boggs-Kenneth_Williams,Charles_Coote-Charles_Hawtrey,Chloë_Moore-Joan_Sims,Beattie_Plummer-Hattie_Jacques,Bernie_Hulke-Bernard_Bresslaw,Vic_Spanner-Kenneth_Cope,Hortence_Withering-Patsy_Rowlands,Myrtle_Plummer-Jacki_Piper,Lewis_Boggs-Richard_O'Callaghan,Fred_Moore-Bill_Maynard,Benny-Davy_Kaye,Agatha_Spanner-Renée_Houston,Maud-Marianne_Stone,Popsy-Margaret_Nolan",Gerald_Thomas,"factory,trade_union,toilet,coach,romance,brighton,pier,seaside,innuendo,picketing,striking",,,
37539,37539,37539,37539,False,,300000,Documentary,,49991,tt0132082,English,The Devil At Your Heels,"Devil at Your Heels, traces the trials of stuntman Ken Carter who attempts a death defying aerial jump in a car. Not content with a normal jump, Ken Carter attempts a jump from Canada to the USA.",1e-06,http://img.omdbapi.com/?i=tt0132082&h=600&apikey=f3f2af9c,,,1981-03-13,0.0,103.0,,Released,,The Devil At Your Heels,False,5.3,2.0,1981,"Narrator_(Voice)-Gordon_Pinsent,Himself-Ken_Carter,Himself-Evel_Knievel",Robert_Fortier,,,,
37663,37663,37663,37663,False,,0,"Adventure,Romance",http://padnajouhartfilm.co.za,273598,tt2988490,Afrikaans,Pad Na Jou Hart,"Basson has five days to make it to his father's funeral in Cape Town, but needs to complete certain tasks on this trip before he can call the family company his own. On the road he meets free-spirited bohemian girl, Amory. As they journey across the breathtaking landscape of South Africa, they meet wonderful characters that allow for hilarious moments and life-changing experiences. Their trip takes a sudden turn for the worst when a villainous figure makes an appearance. Basson and Amory are faced with disappointment and heartache. On the road called life, it is inevitable that you will take some wrong turns. But no matter how hard the road might be, on route to true love is where you will find your true north.",0.501787,http://img.omdbapi.com/?i=tt2988490&h=600&apikey=f3f2af9c,The_Film_Factory,South_Africa,2014-02-14,0.0,112.0,Afrikaans,Released,True love is where you will find your true north,Road to Your Heart,False,5.5,6.0,2014,"Basson_Jnr-Ivan_Botha,Amory-Donnalee_Roberts,Basie_van_Rensburg-Wim_Beukes,Basson_Snr-Marius_Weyers,Janis-Jaco_Muller,Oupa_Jan-Johan_Botha,Pietie-Solomon_Cupido,Dawn-Marcel_Van_Heerden,Thomas_Ndlovu-Boikie_Pholo,Hendrik_van_Rensburg-Francois_Jacobs",Jaco_Smit,love,,,
37667,37667,37667,37667,False,,0,Comedy,,217172,tt0038091,English,Sing Your Way Home,"In this musical comedy, an arrogant war journalist is sailing back to the Big Apple after the end of WW II. En route, he has been assigned to watch over a band of teenagers who were trapped in Europe four years ago while entertaining the troops. Their entrapment has done nothing to dim their enthusiasm for performing and while waiting for passage the crews entertain everyone at every opportunity. Songs include: ""I'll Buy That Dream"" (sung by Anne Jeffreys), ""Heaven Is a Place Called Home,"" ""Seven O'Clock in the Morning (Waking up Boogie),"" ""Somebody Stole My Poor Little Heart"" (Herb Magidson, Allie Wrubel), and ""The Lord's Prayer"" (arranged by Albert Hay Malotte).",0.518113,http://img.omdbapi.com/?i=tt0038091&h=600&apikey=f3f2af9c,RKO_Radio_Pictures,United_States_of_America,1945-11-14,0.0,72.0,,Released,,Sing Your Way Home,False,0.0,0.0,1945,"Steve_Kimball-Jack_Haley,Bridget_Forrester-Marcy_McGuire,Kay_Lawrence-Anne_Jeffreys,Jimmy_McCue-Glen_Vernon,Ship's_captain-Emory_Parnell,Jailer-Edward_Gargan,Terry-Donna_Lee,Dottie-Patti_Brill",Anthony_Mann,musical,,,
37808,37808,37808,37808,False,,0,,,177564,tt0294548,French,Détruisez-vous,"Detruisez-vous is a ‘primitive’ film which breaks all the rules of film-making. It’s the first Zanzibar film (and predates the very naming of the movement), an attempt to make a film which defies the rules of production, the production line of commerce",0.071856,http://img.omdbapi.com/?i=tt0294548&h=600&apikey=f3f2af9c,,,1969-05-09,0.0,75.0,Français,Released,,Destroy Yourselves,False,8.0,2.0,1969,"-Caroline_de_Bendern,-Thierry_Garrel,-Juliet_Berto,-Alain_Jouffroy,-Olivier_Mosset",Serge_Bard,,,,
37811,37811,37811,37811,False,,0,Family,,27598,tt0079087,Swedish,"Du är inte klok, Madicken","A first movie based on Astrid Lindgren's novel ""Madicken och Junibackens pims"", which is about two sisters and their adventures in 1910s Sweden.",1.488704,http://img.omdbapi.com/?i=tt0079087&h=600&apikey=f3f2af9c,"Artfilm,Svensk_Filmindustri_(SF)",Sweden,1979-12-14,0.0,98.0,svenska,Released,,"You're Out of Your Mind, Madicken",False,6.3,5.0,1979,"Margareta_'Madicken'_Engström-Jonna_Liljendahl,Elisabeth_'Lisabet'_Engström-Liv_Alsterlund,Kajsa_Engström-Monica_Nordquist,Jonas_Engström-Björn_Granath,Alva-Lis_Nilheim,Fru_Nilsson-Birgitta_Andersson,Herr_Nilsson-Allan_Edwall,Abbe_Nilsson-Sebastian_Håkansson,Borgmästaren-Fredrik_Ohlsson,Borgmästarens_Fru-Yvonne_Lombard,""Sotarn""-Ted_Åström,Lärarinnan-Fillie_Lyckow,Rektorn-Jan_Nygren,Mia-Kerstin_Hansson,Mattis-Cecilia_Orlando-Willberg,Doktor_Berglund-Björn_Gustafson,Linus-Ida-Sif_Ruud",Göran_Graffman,"family_history,teenage_crush,family",27598.0,311913.0,45379.0
37872,37872,37872,37872,False,,0,Documentary,,33297,tt1031928,English,Elle s'appelle Sabine,"A sensitive portrait of Sabine Bonnaire, the autistic sister of the french actress Sandrine Bonnaire.",0.507087,http://img.omdbapi.com/?i=tt1031928&h=600&apikey=f3f2af9c,Les_Films_du_Paradoxe,France,2008-01-29,0.0,85.0,Français,Released,,Her Name Is Sabine,False,3.8,5.0,2008,Herself-Sandrine_Bonnaire,Sandrine_Bonnaire,woman_director,,,
38093,38093,38093,38093,False,,0,Drama,,270024,tt0268013,English,Verboden te zuchten,"Writer Joris (the author's alter-ego) has packed in his job and left his routine. He wanders through Brussels, pretending to be in other places and as far as we can verify lying to everyone. He stays in a dead-beat motel and meets other absurd people, never to any actual end. Will it be different when he meets Luzie and falls in love?",0.007452,http://img.omdbapi.com/?i=tt0268013&h=600&apikey=f3f2af9c,,Belgium,2001-02-21,0.0,98.0,Nederlands,Released,,I Know I'll See Your Face Again,False,0.0,0.0,2001,"Joris-Stefan_Perceval,Luzie-Stefanie_Bodien,Dr._Louis_Hanot-Senne_Rouffaer,Simone_Hanot-Jacqueline_Bir,Vader-Josse_De_Pauw,Elsa-Marie_Bulte",Alex_Stockman,,,,
38152,38152,38152,38152,False,,0,,,123979,tt1843214,English,Mourir auprès de toi,Spike Jonze's stop-motion animation short sees a number of literary characters literally leap from the page.,0.618948,http://img.omdbapi.com/?i=tt1843214&h=600&apikey=f3f2af9c,,France,2011-05-14,0.0,6.0,,Released,,To Die By Your Side,False,6.5,4.0,2011,"Macbeth-Spike_Jonze,The_bookseller-Pierre_Le-Tan,Mina-Soko",Spike_Jonze,,123979.0,27428.0,158114.0
38239,38239,38239,38239,False,,0,Western,,8144,tt0065367,Italian,"Abre tu fosa, amigo, llega Sábata...","Steve McGowan has proposed to avenge the death of his father, murdered by one of the followers of Chief Miller. This engages the services of a famous gunslinger called Sabata and instructs him to  kill Steve. The fate joins Steve and the Mexican bandit Leon Pompero, and together they decide to defeat the murderous gunman.",0.005954,http://img.omdbapi.com/?i=tt0065367&h=600&apikey=f3f2af9c,,"Spain,Italy",1971-04-02,0.0,88.0,"Italiano,Español",Released,,Dig Your Grave Friend... Sabata's Coming,False,0.0,0.0,1971,"Steve_McGowan-Richard_Harrison,Leon_Pompera-Fernando_Sancho,Sabata-Raf_Baldassarre,Miller-Alejandro_Ulloa,Helen-Tania_Alvarado,Morgan-Gaspar_'Indio'_González,George_McGowan-Gustavo_Re,Sheriff-Luis_Induni",Juan_Bosch,spaghetti_western,,,
38240,38240,38240,38240,False,,0,Western,,141010,tt0066868,Spanish,Los buitres cavarán tu fosa,"Wells Fargo hires bounty hunters to protect its gold transports from the notorious outlaw Glenn Kovacs. Jeff Sullivan, one of the hired gunmen, buys the freedom of Dan Barker, a prisoner who may lead him to Kovacs. When Barker escapes from Sullivan, the other bounty hunters pursue him also, leading to the ultimate showdown between all parties.",6.2e-05,http://img.omdbapi.com/?i=tt0066868&h=600&apikey=f3f2af9c,"Midega_Film,Devon_Film","Spain,Italy",1971-08-11,0.0,82.0,Italiano,Released,,And the Crows Will Dig Your Grave,False,0.0,0.0,1971,"Jess_Sullivan-Craig_Hill,Pancho_Corrales-Fernando_Sancho,Susan-Maria_Pia_Conte,Glen_Kovacs-Frank_Braña,Myrna-Dominique_Boschero,Donovan-Ivano_Staccioli,Sheriff-Raf_Baldassarre,Corrales'_Henchman-Gaspar_'Indio'_González,Dan_Barker-Ángel_Aranda",Juan_Bosch,"revenge,wells_fargo",141010.0,2711748.0,185326.0
38325,38325,38325,38325,False,,0,"Crime,Comedy",,197788,tt0043327,English,Behave Yourself!,A young man takes in a dog that turns out to be wanted by mobsters.,1.365193,http://img.omdbapi.com/?i=tt0043327&h=600&apikey=f3f2af9c,Wald/Krasna_Productions,United_States_of_America,1951-03-15,0.0,81.0,English,Released,,Behave Yourself!,False,6.3,5.0,1951,"-Farley_Granger,-Shelley_Winters,-Lon_Chaney_Jr.,-Elisha_Cook_Jr.,-Sheldon_Leonard,-William_Demarest",George_Beck,,,,
38523,38523,38523,38523,False,,0,,,126958,tt0019486,French,Le tournoi dans la cité,"Rival knights compete for the hand of a beautiful maiden in this period feature from Jean Renoir, unfortunately only available in truncated form.",0.099994,http://img.omdbapi.com/?i=tt0019486&h=600&apikey=f3f2af9c,,,1929-02-18,0.0,90.0,,Released,,The Tournament,False,5.0,1.0,1929,"François_de_Baynes-Aldo_Nadi,Isabelle_Ginori-Jackie_Monnier,Catherine_de_Médicis-Blanche_Bernis,Henri_de_Rogier-Enrique_Rivero,Comtesse_de_Baynes-Suzanne_Desprès,Comte_Ginori-Manuel_Raaby,Charles_IX-Gerard_Mock,Lucrèce_Pazzi,_la_Florentine-Viviane_Clarens,L'officier_des_gardes-Henri_Janvier,Antonio_le_bouffon-Marval,Le_grand_écuyer-William_Aguet,Le_capitaine_du_guet-Max_Dalban,Capitaine_du_tournoi-Albert_Rancy,-Pierrette_Debrèges",Jean_Renoir,"knight,black_and_white,period_drama,jousting,silent_film,medieval",,,
38524,38524,38524,38524,False,,0,Drama,,334312,tt3693878,French,Le tournoi,"Budapest International Chess Tournament. The most likely winner: Cal Fournier (22), French champion, immature genius, socially awkward, compulsive player. But this time, an unusual 9-years-old Hungarian opponent disrupts this smooth-running routine.",0.747649,http://img.omdbapi.com/?i=tt3693878&h=600&apikey=f3f2af9c,"France_2_Cinéma,24_Mai_Productions",France,2015-04-29,0.0,83.0,"Magyar,Français,English",Released,,The Tournament,False,6.0,9.0,2015,"Cal-Michelangelo_Passaniti,Lou-Lou_de_Laâge,Viktor-Magne-Håvard_Brekke,Max-Adam_Corbier,Aurélien-Fabien_Libiszewski,Mathieu-Thomas_Solivéres,Anthony-Aliocha_Schneider,Andrea-Viktoria_Kozlova,Le_directeur_du_tournoi-Peter_Horkay,Scott_MacLaghan-Declan_Hannigan,L'arbitre-László_Konter,Natacha-Ana_Neborac,Irina-Magdalena_Korpas,Eleanor-Victoire_Gonin-Labat,Sponsor-Jean-Philippe_Puymartin,La_mère_de_Cal-Stéphanie_Fatout,Cal's_father-Nicolas_Lormeau,Le_patron_du_restaurant-Tibor_Németh,Commentateur_français-Gauthier_Battoue,Commentateur_français-Jean-François_Cayrey,Commentateur_anglais-Mihaly_Dunai",Elodie_Namer,,,,
38729,38729,38729,38729,False,,1000000,"Comedy,Drama,Romance",http://www.hellomynameisdorismovie.com/,320588,tt3766394,English,"Hello, My Name Is Doris",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,14.992311,http://img.omdbapi.com/?i=tt3766394&h=600&apikey=f3f2af9c,"Red_Crown_Productions,Haven_Entertainment",United_States_of_America,2015-11-27,14444999.0,95.0,English,Released,She's not ready to act her age,"Hello, My Name Is Doris",False,6.5,156.0,2015,"Doris_Miller-Sally_Field,John_Fremont-Max_Greenfield,Brooklyn-Beth_Behrs,Todd-Stephen_Root,Sally-Natasha_Lyonne,Nasir-Kumail_Nanjiani,Cynthia-Wendi_McLendon-Covey,Robert-Rich_Sommer,Willy_Williams-Peter_Gallagher,Roz-Tyne_Daly,Dr._Edwards-Elizabeth_Reaser,Vivian-Isabella_Acres,Niles-Kyle_Mooney,Val-Caroline_Aaron,Anne-Rebecca_Wisocky,Des-Amy_Okuda,Uncle_Frank-Don_Stark,Shaka-Nnamdi_Asomugha,Blog_Girl-Anna_Akana,Stevie-Emilie_Germain,-Jack_Antonoff,Ines-Sophia_Hasmik,Office_Cubicle_Worker-Rayman_Jilani,Fiona-Catherine_Kresge,Hipster_Turkey_Man-A.J._Ackleson,Nurse_#1-Lee_Chen,Pink_Guy-Kale_Clauson,Hipster_Girl-Kate_Comer,Hipster-Bren_Coombs,Receptionist-Lee_Anne_Ford,Willow-Sharon_Fredrickson,Office_worker-Tatiana_Golykh,Record_Store_Patron-Nick_Hentsch,Kris-Abraham_Lim,Priest-Edmund_Lupinski,Doris's_Mother-Norma_Michaels,Indie_Girl-Renna_Nightingale,Indie_Guy-Eric_Pumphrey,Punk_Girl-Brenna_Rhea,Nurse_2-Roz_Ryan,Keith-Guilherme_Scarabelot,Book_Seller-Shondale_Seymour,Jogger_-_Dayplayer-Leilani_Smith,Sawyer-Michael_Terra,Prim_Organizer-Susan_Ziegler",Michael_Showalter,"sexual_fantasy,eccentric,co-worker,older_woman_younger_man_relationship,middle_age,socially_awkward",,,
38765,38765,38765,38765,False,,0,Documentary,,311585,tt0450295,English,Make Your Own Damn Movie,"South Park's Trey Parker and Matt Stone, Night of the Living Dead's George A. Romero and Spider-Man's Stan Lee share their filmmaking secrets with the legendary Lloyd Kaufman in this step-by-step course for budding filmmakers. From scriptwriting to distribution, Kaufman covers the essentials with his works as examples, and many other notable filmmakers offer their advice. The set features films created using Kaufman's method, and much more.",0.349976,http://img.omdbapi.com/?i=tt0450295&h=600&apikey=f3f2af9c,,,2005-01-01,0.0,300.0,,Released,It's Film School in a Box!,Make Your Own Damn Movie,False,5.0,1.0,2005,"Himself-Lloyd_Kaufman,Himself-Trey_Parker,Himself-George_A._Romero,Himself-John_G._Avildsen",Lloyd_Kaufman,,,,
38975,38975,38975,38975,False,I_Spit_on_Your_Grave_Collection,0,"Horror,Thriller",,357096,tt4530884,English,I Spit on Your Grave III: Vengeance is Mine,"Jennifer Hills is still tormented by the brutal sexual assault she endured years ago. She’s changed identities and cities, reluctantly joining a support group where she begins to piece together a new life. But when her new friend’s murderer goes free and the tales of serial rapists haunt her, Jennifer will hunt down the men responsible and do what the system won’t – make them pay for their crimes in the most horrific ways imaginable. Only this time, no jury may be able to save her.",21.505988,http://img.omdbapi.com/?i=tt4530884&h=600&apikey=f3f2af9c,Cinetel_Films,United_States_of_America,2015-10-09,0.0,91.0,English,Released,,I Spit on Your Grave III: Vengeance is Mine,False,5.1,200.0,2015,"Jennifer_Hills_/_Angela-Sarah_Butler,Marla-Jennifer_Landon,Oscar-Doug_McKeon,Detective_McDylan-Gabriel_Hogan,Therapist-Harley_Jane_Kozak,Detective_Boyd-Michelle_Hurd,Matthew-Russell_Pitts,Chief-Walter_Perez,Lynne-Karen_Strassman,Ron_Merrick-Christopher_Hoffman,Cassie-Megan_Raich,Nicholas_Woods-Andrew_Dits,Cole_Watson-Adam_Dunnells,Victim-Lony'e_Perrine,Mallory-Alissa_Juvan,Drunk_Man-Bobby_Reed,Homeless_Man-Heath_McGough,Hardware_Store_Employee-Corey_Craig",R.D._Braunstein,"male_nudity,rape,detective,nudity,group_therapy,investigation,police,sequel,revenge,murder,gore,torture,violence,attempted_rape",,,
39856,39856,39856,39856,False,,0,Documentary,,338381,tt3592340,German,10 Milliarden - Wie werden wir alle satt?,"How can we best meet every earth citizens need for healthy food facing our limited resources? Regarding the almost 10 billion humans living on earth by 2050, we have to decide now how we want to shape the future of agriculture.",0.097288,http://img.omdbapi.com/?i=tt3592340&h=600&apikey=f3f2af9c,,Germany,2015-04-16,0.0,107.0,Deutsch,Released,,10 Billion: What's On Your Plate,False,7.0,2.0,2015,,Valentin_Thurn,"food,environmentalism,sustainable_development,natural_resources,landgrabbing",,,
39905,39905,39905,39905,False,,0,"TV_Movie,Romance,Drama,Comedy",http://www.hallmarkchannel.com/all-yours,387398,tt5368354,English,All Yours,"Cass, a high-powered attorney and single mother of two, is on the hunt for a new nanny after her precocious kids ran off the last one.",0.545225,http://img.omdbapi.com/?i=tt5368354&h=600&apikey=f3f2af9c,Storybox_Entertainment,United_States_of_America,2016-04-02,0.0,84.0,English,Released,,All Yours,False,4.6,5.0,2016,"Cass-Nicollette_Sheridan,Matthew-Dan_Payne,Vivian-Jayne_Eastwood,Emma-Genea_Charpentier,Henry-Lochlyn_Munro",Monika_Mitchell,,,,
40055,40055,40055,40055,False,,0,Documentary,,314570,tt3956754,Portuguese,A Vida Privada dos Hipopótamos,"This is a film about Christopher Kirk, an American IT guy who moves to Colombia after reading about Pablo Escobar’s hippopotamuses. It is also a film about the story of V., a story that Kirk obsessively tells and retells about his infatuation with a mysterious Japanese-columbian woman. A story that may or may not have to do with his arrest in 2009 in Brazil for international drug trafficking. Moreover, it is also a film about two directors.",0.121863,http://img.omdbapi.com/?i=tt3956754&h=600&apikey=f3f2af9c,Primo_Filmes,Brazil,2014-07-04,0.0,91.0,"Português,Español,English",Released,,I Touched All Your Stuff,False,7.0,2.0,2014,,Matias_Mariani,woman_director,,,
40297,40297,40297,40297,False,,0,,,144341,tt0062311,Italian,Straniero... fatti il segno della croce!,"Two brothers, who are the leaders of a gang of outlaws, besiege the village of White City. They rob and terrorize the people of the surrounding countryside which attracts the attention of a bounty hunter who upon arrival becomes involved in their plight. (SWDB)",0.119682,http://img.omdbapi.com/?i=tt0062311&h=600&apikey=f3f2af9c,Mila_Cinematografica,Italy,1968-05-16,0.0,98.0,Italiano,Released,,"Stranger, Say Your Prayers!",False,0.0,0.0,1968,"Bounty_Hunter-Charles_Southwood,Lucas_Carson-Jeff_Cameron,Trudy-Cristina_Penz,Nick,_Donovan_henchman-Massimo_Righi,Blake_Logan_/_The_Cripple-Ettore_Manni,Carson_Donovan-Calisto_Calisti,James_Donovan-Mel_Gaines,Clark,_Donovan_henchman-Lino_Coletta,Willy,_Donovan_henchman-Joe_D'Amato,Donovan_henchman-Fabio_Testi,Budd,_Donovan_henchman-Dino_Strano,Miss_Sullivan-Simonetta_Vitelli",Demofilo_Fidani,"bounty_hunter,maverick,barroom_brawl,sexual_assault",,,
40355,40355,40355,40355,False,,0,"Drama,Comedy",,258322,tt3425034,Italian,Allacciate le cinture,"Elena (Kasia Smutniak) and Antonio (Francesco Arca) seem not to be made for each other. They are too different in terms of character, life choices, worldview, and the way they relate to others. They are total opposites. However, they are overwhelmed by a mutual attraction they're trying hard to avoid; but to which they succumb to. This dramedy on relationships also gets a very credible performance from Paola Miraccione, who plays the tragic, albeit funny, character Egle.",2.973264,http://img.omdbapi.com/?i=tt3425034&h=600&apikey=f3f2af9c,"Rai_Cinema,Apulia_Film_Commission,R&C_Produzioni,Faros_Film",Italy,2014-03-06,5260000.0,110.0,Italiano,Released,,Fasten Your Seatbelts,False,6.8,52.0,2014,"Elena-Kasia_Smutniak,Antonio-Francesco_Arca,Fabio-Filippo_Scicchitano,Silvia-Carolina_Crescentini,Viviana_/_Dora-Elena_Sofia_Ricci,Giorgio-Francesco_Scianna,Anna-Carla_Signoris,Egle_Santini-Paola_Minaccioni,Diana-Giulia_Michelini,Maricla-Luisa_Ranieri,Guenda-Maria_Sole_Piccinni,Dott.ssa_Paola-Francesca_Romana_Verzaro",Ferzan_Ozpetek,disease,,,
40414,40414,40414,40414,False,,0,Drama,,285953,tt0217094,English,The Time of Your Life,"William Saroyan's Pulitzer Prize-winning play revolves around the denizens of a San Francisco bar in 1939. Lonely, lovelorn, weary or cynical, the characters drift in and out of the bar and each other's lives, giving voice to Saroyan's philosophies as they randomly comment about the impending world war, the beauty of art, and traditional notions of good and evil. At least one of the relationships stands a chance of enduring: a brawny innocent named Tom is falling in love with a vulnerable young prostitute named Kitty. Saroyan himself is heard reciting the play's prologue.",0.05165,http://img.omdbapi.com/?i=tt0217094&h=600&apikey=f3f2af9c,"Public_Broadcasting_Service_(PBS),Broadway_Theatre_Archive,Insight_Media",United_States_of_America,1976-03-10,0.0,70.0,English,Released,,The Time of Your Life,False,0.0,0.0,1976,"Nick-Benjamin_Hendrickson,Arab-Richard_Ooms,Joe-Nicolas_Surovy,Newsboy-Elaine_Hausman,Drunkard-Michael_Tolaydo,Tom-Norman_Snow,Kitty_Duval-Patti_LuPone,Dudly-Robert_Bacigalupi,Harry-Brooks_Baldwin,Wesley-Gerald_Gutierrez,Lorene_&_Killer's_Sidekick-Glynis_Bell,Blick-James_Harper,Krupp-Roy_K._Stevens,McCarthy-Kevin_Kline,Kit_Carson-David_Schramm,Killer-Cynthia_Dickason,Sailor-Anderson_Matthews,Elsie-Sandra_Halperin,Society_Lady-Mary-Joan_Negro,Narrator_(voice)-Peter_Dvorsky,Himself_-_Host-Hal_Holbrook",Kirk_Browning,"based_on_play_or_musical,tv_movie",,,
