,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId
13188,13188,False,,130000000,Drama,,6972,tt0455824,English,Australia,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",9.566135,/lgnwsUpqmEz40guXX92ACETptpB.jpg,"Bazmark_Films,Ingenious_Film_Partners,Twentieth_Century_Fox_Film_Corporation,Dune_Entertainment_III,ScreenWest","Australia,United_States_of_America,United_Kingdom",2008-11-18,49554002.0,165.0,"English,日本語",Released,Welcome to Australia!,Australia,False,6.3,712.0,2008,"Nicole Kidman,Hugh Jackman,Essie Davis,David Wenham,Bryan Brown,David Gulpilil,John Jarratt,Shea Adams,Nathin Butler,John Walton,Nigel Harbach,Eddie Baroo,Arthur Dignam,Sandy Gore,Bill Hunter,Jacek Koman,Ben Mendelsohn,Barry Otto,David Ngoombujarra,Bruce Spence,Jack Thompson,Yuen Wah,Kerry Walker,Ray Barrett,Jamal Sydney Bednarz,Tony Barry,Ursula Yovich,Brandon Walters,Matthew Whittet,Lillian Crombie,Max Cullen,Haidee Gaudry,Jamie Gulpilil,Peter Gwynne,Jimmy Hong,Angus Pilakui,Adam McMonigal,Robin Queree,Mark Rathbone,Crusoe Kurddal,Siena Larsson,Danielle Carey,Anton Monsted,William Gabriel,Chris Polzot",Baz Luhrmann,"missionary,world war ii,ranch,australia,british,racist,cattle drive,aftercreditsstinger,stampede,waltzing matilda,trampled to death",6972.0,118125.0,44479.0
13278,13278,False,The Dirty Dozen Collection,0,"Adventure,War,Action",,36573,tt0095022,English,The Dirty Dozen: The Fatal Mission,"A renegade team of World War II soldiers. This time, one of the 12 is a woman and, with a Nazi spy within their midst, they're up against German wartime geniuses out to establish a Fourth Reich.",1.75819,/6cIpOFEquC5mI4bGYkCu5oADuJY.jpg,"Jadran_Film,MGM/UA_Television,RAI_Radiotelevisione_Italiana","United_States_of_America,Italy,Croatia",1988-02-14,0.0,100.0,"Hrvatski,English,Deutsch",Released,,The Dirty Dozen: The Fatal Mission,False,4.6,7.0,1988,"Telly Savalas,Ernest Borgnine,Hunt Block,Matthew Burton,Jeff Conaway,Alex Cord,Erik Estrada,Ernie Hudson,James Carroll Jordan,Ray Mancini,John Matuszak,Natalija Nogulich,Heather Thomas",Lee H. Katzin,"prison,nazis,sequel,mission,soldier,partisan,tv movie,behind enemy lines",,,
13504,13504,False,,0,"Family,Adventure",http://www.debriefvoordekoningdefilm.nl/,13639,tt0490377,Dutch,De Brief voor de Koning,"Young Tiuri has to pass the final test before before being knighted by king Dagonaut. He has to pass a night in the chapel, what is suddenly disturbed by a strangers request of help. With his decision to help the stranger, Tiuri abandons his given task and starts into an adventure, that will shape the destiny of Dagonaut. On his journey he learns about the true meaning of love, friendship, courage and loyalty.",1.586223,/vTAsSffJwnjMHXdT0ewhd6l4C2e.jpg,"Katholieke_Radio_Omroep_(KRO),ZDF,Heimatfilm,Studio-TV-Film,Eyeworks_Egmond,Armada_Productions,Menaures_BV","Germany,Netherlands",2008-07-16,0.0,110.0,Nederlands,Released,,The Letter for the King,False,7.0,4.0,2008,"Yannick van de Velde,Quinten Schram,Johan Leysen,Rüdiger Vogler,Bram van der Vlugt,Rüdiger Vogler,Bram van der Vlugt,Hanna Schwamborn,Roos Netjes,Lars Rudolph,Pierre Bokma,Victor Reinier,Daan Schuurmans,Raymond Thiry,Derek de Lint,Gijs Scholten van Aschat,Kees Boot,Hans Dagelet,Michiel Romeyn,Monic Hendrickx,Uwe Ochsenknecht,Peter Tuinman,Thijs Feenstra,Rein Hofman,Benja Bruijning,Bert Luppes,Willem de Wolf,Ton Kas,Ronald Top,Kees Hulst,Marcel Faber,Pieter Bouwman",Pieter Verhoeff,"based on novel,sword fight,mission,knight,medieval times",,,
13727,13727,False,Star Trek: Alternate Reality Collection,150000000,"Science_Fiction,Action,Adventure",,13475,tt0796366,English,Star Trek,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",15.362632,/6V0CY7pwdDOCDS2XqNWahmIlVYh.jpg,"Paramount_Pictures,Spyglass_Entertainment,Bad_Robot,MavroCine_Pictures_GmbH_&_Co._KG","Germany,United_States_of_America",2009-05-06,385680446.0,127.0,English,Released,The future begins.,Star Trek,False,7.4,4574.0,2009,"Chris Pine,Zachary Quinto,Leonard Nimoy,Eric Bana,Bruce Greenwood,Karl Urban,Zoe Saldana,Simon Pegg,John Cho,Anton Yelchin,Ben Cross,Winona Ryder,Chris Hemsworth,Jennifer Morrison,Rachel Nichols,Faran Tahir,Clifton Collins Jr,Greg Ellis,Scottie Thompson,Paul McGillion,Lucia Rijker,Jimmy Bennett,Greg Grunberg,Lisa Vidal,Jacob Kogan,Tyler Perry,Amanda Foreman,Diora Baird,Sufe Bradshaw,Tony Elias,Sean Gerace,Randy Pausch,Tim Griffin,Freda Foh Shen,Kasia Kowalczyk,Jason Brooks,Sonita Henry,Kelvin Yu,Marta Martin,Tavarus Conley,Jeff Castle,Billy Brown,Spencer Daniels,Jeremy Fitzgerald,Zoe Chernov,Max Chernov,Lorenzo James Henrie,Colby Paul,Cody Klop,Akiva Goldsman,Anna Katarina,Douglas Tait,Tony Guma,Gerald W. Abrams,James McGrath,Jason Matthew Smith,Marcus Young,Bob Clendenin,Reggie Lee,Jeffrey Byron,Jonathan Dixon,Ben Binswagner,Margot Farley,Alex Nevil,Kimberly Arland,Jeff Chase,Charles Haugk,Nana Hill,Michael Saglimbeni,John Blackman,Jack Millard,Shaela Luter,Sabrina Morris,Michelle Parylak,Oz Perkins,Michael Berry Jr.,Matthew Beisner,Neville Page,Jesper Inglis,Marlene Forte,Leonard O. Turner,Mark Bramhall,Ronald F. Hoiseck,Irene Roseen,Jeff O'Haco,Deep Roy,Majel Barrett,Rico E. Anderson,Richard Arnold,Tad Atkinson,Leslie Augustine,Johnny Baca,Sala Baker,Leo Baligaya,Corey Becker,Jessica Boss,Neil S. Bulk,James Cawley,Brad Champagne,Zachary Culbertson,Calvin Dean,Christopher Doohan,Claire Doré,Mark Casimir Dyniewicz,Etienne Eckert,Ken Edling,Aliza Finley,Ian Fisher,Mathew Thomas Foss,Massi Furlan,Victor Garber,Tommy Germanovich Jr.,Mary Grace,Wyatt Gray,Joshua Greene,Nancy Guerriero,Justin Rodgers Hall,Jeffery Hauser,Brad William Henke,Elizabeth Ingalls,Christopher Karl Johnson,Jolene Kay,Sarah Klaren,Makiko Konishi,Bryan Lee,Daniel D. Lee,Anne Leighton,Steve Luna,Aaron Lynch,Justin Malachi,Nav Mann,Paul Marshall,Owen Martin,Taylor McCluskey,Matthew McGregor,Caitlin McKenna-Wilkinson,Patrizia Milano,Kevin Moser,Jonathan W.D. Newkerk,Westley Nguyen,Jim Nieb,Andres Perez-Molina,Mark Phelan,Damion Poitier,Rahvaunia,Bertrand Roberson Jr.,Deborah Rombaut,Leonard Jonathan Ruebe,Ramona Seymour,William Morgan Sheppard,Katie Soo,Ronnie Steadman,Joseph Stephens Jr.,Joseph Steven,T.J. Storm,Paul Townsend,Scott Trimble,Errik Tustenuggee,Ravi Valleti,Jason Vaughn,A.J. Verel,Brian Waller,Steve Wharton,Wil Wheaton,Brianna Womick,Lynnanne Zager,Pavel Lychnikoff,Darlena Tejeiro",J.J. Abrams,"spacecraft,teleportation,space mission,parachute,time travel,black hole,supernova,prequel,warp speed,futuristic,warp engine,romulans,outer space,vulcan,alternate reality,space opera,reboot",,,
14177,14177,False,,0,Drama,,68692,tt0060050,English,7 Women,"In a mission in China in 1935, Agatha Andrews is a rigid missionary beset by Mongolian bandits led by Warlord chief Tunga Khan. With her are her assistant Jane Argent, staff members Emma Clark, Miss Russell and Miss Binns, head of the British mission, Charles Pather, a teacher at the mission and his pregnant wife Florrie. When Dr. D.R. Cartwright arrives, she agrees to sacrifice herself to the Tunga Khan in exchange for his letting the ladies go free.",0.999041,/rkxeaBNvQSUNULaiBax2sf9Rsxo.jpg,"Metro-Goldwyn-Mayer_(MGM),John_Ford_Productions,Bernard_Smith_Productions",United_States_of_America,1966-01-05,0.0,87.0,English,Released,"Love-Lust, Courage and Cowardice, Faith-Fury and Sacrifice!",7 Women,False,5.7,13.0,1966,"Anne Bancroft,Sue Lyon,Margaret Leighton,Flora Robson,Mildred Dunnock,Betty Field,Anna Lee,Eddie Albert,Mike Mazurki,Woody Strode",John Ford,"missionary,warlord,mission,doctor,bandit",,,
14227,14227,False,,33000000,"Action,Horror,Mystery,Science_Fiction,Thriller",http://www.pandorummovie.com/,19898,tt1188729,English,Pandorum,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.",10.391425,/qFd7dNvV1neXBV5OZdU5jOhdDZ6.jpg,"Impact_Pictures,Constantin_Film_Produktion","Germany,United_Kingdom",2009-09-08,20645327.0,108.0,"English,Tiếng Việt,Deutsch",Released,Don't fear the end of the world. Fear what happens next.,Pandorum,False,6.5,783.0,2009,"Ben Foster,Dennis Quaid,Cam Gigandet,Antje Traue,Cung Le,Eddie Rouse,Norman Reedus,André Hennicke,Friederike Kempter,Niels-Bruno Schmidt,Asia Luna Mohmand,Delphine Chuillot,Wotan Wilke Möhring,Julian Rappe,Domenico D'Ambrosio,Jon Foster,Jeff Burrell,Neelesha BaVora,Yangzom Brauen,Marco Albrecht,Dawid Szatarski,Nico Marquardt,Don Jeanes,David P. Johnson",Christian Alvart,"mutation,dystopia,spaceship,survival,mission",,,
14457,14457,False,,0,"Drama,Comedy",http://www.wer-frueher-stirbt-ist-laenger-tot.de/,1697,tt0780180,German,Wer früher stirbt ist länger tot,"In this black comedy set in small-town Bavaria, 11-year-old Sebastian thinks you can never be too young to be a murderer. He's convinced that he killed his mother on the day he was born and is certain he's already been condemned to purgatory. Deciding he might be able to knock off a few years of his sentence by doing good deeds, Sebastian sets out to find a wife for his father Lorenz. When Lorenz and Sebastian's schoolteacher Veronika fall madly in love with each other, it seems the heavens must be smiling. There's just one hitch: Veronika is married.",2.199488,/ywzCOgNP9vfwQvgion1zqaOEfL.jpg,Roxy_Film,Germany,2006-08-17,0.0,105.0,Deutsch,Released,,Grave Decisions,False,7.2,30.0,2006,"Markus Krojer,Fritz Karl,Jule Ronstedt,Jürgen Tonkel,Franz Xaver Brückner,Saskia Vester,Hans Schuler,Sepp Schauer,Pia Lautenbacher,Klaus Steinbacher,Heinz-Josef Braun,Tim Seyfi",Marcus H. Rosenmüller,"loss of mother,radio station,suicide attempt,bavaria,last judgment,radio presenter,radio transmission,shenanigan,swamp,single,dark comedy,teacher",1697.0,109266.0,124606.0
14566,14566,False,Torrente Collection,0,"Comedy,Crime",,1284,tt0257231,Spanish,Torrente 2: Misión en Marbella,For this second film in the cult comedy series Torrente takes our fat police officer from Madrid to Marbella in Spain to investigate a villain’s plot to destroy the city with a missile. This James Bond style slapstick comedy became the most successful box-office film in Spanish film history beating out only the first Torrente film.,5.854434,/iJWsg9WcH81TYOcdJnEbcKbybPA.jpg,"Lolafilms,Amiguetes_Entertainment",Spain,2001-03-30,0.0,99.0,Español,Released,,Torrente 2: Mission in Marbella,False,6.3,41.0,2001,"Santiago Segura,Gabino Diego,Tony Leblanc,José Luis Moreno,Inés Sastre,Arturo Valls,Juanito Navarro,Eloi Yebra,Rosanna Walls,Carolina Bona,Paloma Cela,José María Rubio,José Antonio Calvo,Ignacio Charrabe,Luis Montes,Yola Berrocal,Ángela Castilla,Pilar Ortega,Neus Asensi,Javier Cámara,El Gran Wyoming,Pablo Carbonell,Alexis Valdés,Andreu Buenafuente,José Mota,José Luis López Vázquez,Cañita Brava",Santiago Segura,"detective,missile,roulette,marbella",1284.0,38355.0,910.0
14716,14716,False,,2000000,"Action,Adventure,Thriller",,13723,tt0926110,English,Missionary Man,A mysterious stranger rolls into town on a unique motorcycle. All he carries is the bible and a desire for justice. Past vengeance collides as Ryder rights an injustice from his past and liberates the small town from a malicious oppressor.,1.367062,/mCyCLP1R691rXqzYz6LAeS1f8n6.jpg,"Andrew_Stevens_Entertainment,Sony_Pictures_Entertainment_(SPE),Black_Chrome_Productions",United_States_of_America,2007-11-29,0.0,93.0,English,Released,,Missionary Man,False,5.5,11.0,2007,"Dolph Lundgren,Sophia Taylor Ali,Chelsea Ricketts,Matthew Tompkins,James Chalke,John Enos III,Lawrence Varnado,Charles Solomon Jr.,John Cann,Kateri Walker,John D. Montoya,Bill Flynn",Dolph Lundgren,"modern-day western,modern western",,,
14904,14904,False,,0,"Thriller,Action,Adventure,Drama",,271677,tt0347167,Hindi,The Hero: Love Story of a Spy,"Arun Khanna is a spy for the Indian government whose aid is enlisted to stop ISI Chief Ishak Khan. Khan is trying to build a nuclear bomb with which he can liberate Kashmir from the Indians. A battle of wits ensues. When Khan detonates a bomb at Khanna's engagement party to a fellow spy, Khanna's resolve is only strengthened. Now not only does he have to fight Khan, but he also has to track down his missing fiancee.",0.735283,/mtXEssCOtK9bi2mZ92gAd36U0F9.jpg,Time_Movies,India,2003-04-10,0.0,160.0,हिन्दी,Released,Love story of a spy,The Hero: Love Story of a Spy,False,5.0,5.0,2003,"Sunny Deol,Preity Zinta,Priyanka Chopra,Amrish Puri,Kabir Bedi,Parvin Dabas,Rajpal Yadav,Yvonne Maverick,Rajat Bedi,Eva Crawford,Deep Dhillon,Mike Iorio,Shahbaaz Khan,Khalid Mohamed,Pradeep Ram Singh Rawat",Anil Sharma,"spy,terrorist,secret mission,undercover agent,pakistan,snow,one man army,india,kashmir",,,
14951,14951,False,,70000000,"Adventure,Drama,History",http://www.agoralapelicula.com/,26428,tt1186830,English,Agora,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.",8.029671,/hZcl4TuZYTNWztIP8Zpvr6YLxiY.jpg,"Himenóptero,Telecinco_Cinema,Mod_Producciones,Nimar_Studios,Canal+_España,Instituto_de_la_Cinematografía_y_de_las_Artes_Audiovisuales_(ICAA),Government_of_Malta",Spain,2009-05-17,39041505.0,127.0,English,Released,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",Agora,False,6.9,404.0,2009,"Rachel Weisz,Max Minghella,Oscar Isaac,Ashraf Barhom,Michael Lonsdale,Rupert Evans,Homayoun Ershadi,Sami Samir,Richard Durden,Omar Mostafa,Manuel Cauchi,Oshri Cohen,Clint Dyer,Yousef Sweid,Amber Rose Revah,Charles Thake,Harry Borg,Sam Cox,George Harris,Sylvester Morand,Paul Barnes,Jordan Kiziuk,Francis Ghersci,Jonathan Grima,Christopher Dingli,Stephen Buhagiar,Joseph Camilleri,Charles Sammut,Michael Sciortino,Joe Quattromani,Alan Meadows,Peter Borg,Portelli Paul,Robert Ricards,Alan Paris,John Montanaro,Malcolm Ellul,Ray Mangion,Mary Rose Bonello,Clint Dyer,Andre Agius,Frederick Testa,Sean Buhagiar,Theresa Celia,Frank Tanti,Anthony Ellul,Pierre Stafrace,Christopher Raikes,Clare Agius,Mario Camilleri,Wesley Ellul,John Marinelli,Simon Cormi,Peter Galea,Nikovich Sammut,Ronnie Galea,David Ellul-Mercer,Philip Mizzi,Alan Azzopardi,Polly March,Joe Pace,John Suda,Michael Tabone,Angele Galea,Malcolm Galea,Paul Celia,Jean-Pierre Agius,Samuel Montague,Marieclaire Camilleri,Edward Caruana Galizia,Guilherme de Franco,Juan Serrano,Novica Todorovic",Alejandro Amenábar,"christianity,philosophy,egypt,new love,war,cult,historical figure,history,sword fight,ancient world,destiny,fall in love,hypatia,misogyny,persecution,library of alexandria,political unrest,impossible love,false history,power relations,unfulfillment,master and servant,love and romance,unfulfilled love",,,
15018,15018,False,,0,"Crime,Drama,Thriller",,14765,tt0920470,French,MR 73,A washed-up Marseilles cop (Auteuil) earns a chance at redemption by protecting a woman from the man who killed her parents as he is about to be released from prison.,6.33835,/jGrBAw0AiaRQz3M7xMmdV5uMgvp.jpg,"Gaumont,Medusa_Produzione,LGM_Productions,Hassen_Brahiti_/_Studio_Canal",France,2007-01-01,0.0,125.0,Français,Released,,The Last Deadly Mission,False,6.1,40.0,2007,"Daniel Auteuil,Olivia Bonamy,Catherine Marchal,Francis Renaud,Gérald Laroche,Guy Lecluyse,Philippe Nahon,Moussa Maaskri,Jean-Paul Zehnacker,Clément Michu,Louise Monot",Olivier Marchal,,,,
15537,15537,False,,0,"Horror,Science_Fiction,Thriller",http://www.deadair-movie.com/,24963,tt0993841,English,Dead Air,"Logan Burnhardt is the ego-king of the airwaves, but his unflappable persona is put to the test when a terrorist bio-attack unleashes a plague of flesh-ripping maniacs on Los Angeles.",1.599643,/9UvRWanFh8D6NtfNp1mNEFZsAc.jpg,"Team_Cherokee_Productions,Antibody_Films",United_States_of_America,2009-10-27,0.0,90.0,English,Released,All America's worst fears. Realized. At once.,Dead Air,False,5.3,12.0,2009,"Bill Moseley,Patricia Tallman,Navid Negahban,David Moscow,Joshua Feinman,Lakshmi Manchu,Federico Dordei,Susan Ruttan,Herzl Tobey,Anthony Ray Parker,Haley Pullos,Larry Varanelli,Danielle Petty,Elle Travis,Corbin Bernsen,Dan Lauria,Jeanne Cooper,Larry Drake,Will Wallace",Corbin Bernsen,"radio transmission,suspense,terrorism,rage,virus",,,
15550,15550,False,,0,"Animation,Comedy",,16023,tt1308667,English,South Park: Imaginationland,Some of the boys in South Park elementary find themselves on a balloon ride to an imaginary land. At arrival they're faced with an unimaginably threat.,7.829821,/kuGKdb5PyX8J6khl4j3XPLbIH1J.jpg,nan,United_States_of_America,2008-03-11,0.0,67.0,English,Released,,South Park: Imaginationland,True,7.9,75.0,2008,"Trey Parker,Matt Stone,Adrien Beard,Mona Marshall,April Stewart",Trey Parker,"good vs evil,adult humor,imaginary land,wager,suicide mission,imagination",,,
15579,15579,False,,150000000,"Fantasy,Adventure,Action,Comedy,Drama",http://disney.go.com/disneypictures/sorcerersapprentice/,27022,tt0963966,English,The Sorcerer's Apprentice,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",12.533525,/ZNSrRpdJ6FjMy4Iu6JpRTJ5Q87.jpg,"Walt_Disney_Pictures,Jerry_Bruckheimer_Films,Saturn_Films,Broken_Road_Productions,Junction_Entertainment",United_States_of_America,2010-07-13,215283742.0,109.0,English,Released,It's The Coolest Job Ever.,The Sorcerer's Apprentice,False,5.9,1526.0,2010,"Nicolas Cage,Jay Baruchel,Monica Bellucci,Alfred Molina,Teresa Palmer,Ethan Peck,Alice Krige,Peyton List,Toby Kebbell,Omar Benson Miller,Jake Cherry,James A. Stephens,Gregory Woo,Ian Alda",Jon Turteltaub,"witch,fire,wolf,fountain,magic,book,castle,water,apprentice,training,merlin,love,mission,sorcerer,dragon,aftercreditsstinger,apprendista,morgana",27022.0,124901.0,9812.0
15770,15770,False,,0,"Drama,Comedy,Romance,Foreign",http://www.yashrajfilms.com/microsites/pyaarimpossible/movie/pyaarimpossible.html,29538,tt1351224,English,Pyaar Impossible,"romantic comedy in which a geek and the most sought-after college beauty are paired together by a twist of fate. And under all odds, an impossible love story begins.",0.748353,/tZfSV1fTfiaiSkgaT2C7kU1VLzy.jpg,nan,India,2010-01-08,0.0,140.0,हिन्दी,Released,,Pyaar Impossible,False,4.6,12.0,2010,"Uday Chopra,Priyanka Chopra,Dino Morea,Rahul Vohra",Jugal Hansraj,,,,
15779,15779,False,,0,"Drama,Music",,44140,tt0046076,English,Miss Sadie Thompson,"Sadie Thompson winds up stranded on an island and while her boat is being quarantined, she manages to stir up the blood of every marine on the base.",0.776443,/piUcWAHGLyYeDBLwIA2GfZQAoO5.jpg,Columbia_Pictures_Corporation,United_States_of_America,1953-12-23,0.0,91.0,English,Released,RITA TURNS ON THE HEAT IN 3D,Miss Sadie Thompson,False,5.0,5.0,1953,"Rita Hayworth,José Ferrer,Aldo Ray,Russell Collins,Diosa Costello,Harry Bellaver,Wilton Graff,Peggy Converse,Henry Slate,Rudy Bond,Charles Bronson,Frances Morris,Peter Chong,John Grossett",Curtis Bernhardt,"missionary,musical,south pacific,u.s. marine",,,
16231,16231,False,,15000000,"Drama,History",http://www.kingsspeech.com/,45269,tt1504320,English,The King's Speech,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",11.260387,/nkFTbA1XjKWo9LCTaV1hV2Lsgr1.jpg,"The_Weinstein_Company,UK_Film_Council,Bedlam_Productions,See-Saw_Films,Aegis_Film_Fund,FilmNation_Entertainment,Momentum_Pictures,Molinare_Investment",United_Kingdom,2010-09-06,414211549.0,118.0,English,Released,Find your voice.,The King's Speech,False,7.6,2817.0,2010,"Colin Firth,Geoffrey Rush,Helena Bonham Carter,Guy Pearce,Timothy Spall,Michael Gambon,Jennifer Ehle,Derek Jacobi,Freya Wilson,Ramona Marquez,Richard Dixon,Robert Portal,Eve Best,Paul Trussell,Adrian Scarborough,Andrew Havill,Charles Armstrong,Roger Hammond,Calum Gittins,Dominic Applewhite,Ben Wimsett,David Bamber,Jake Hathaway,Patrick Ryecart,Teresa Gallagher,Simon Chandler,Claire Bloom,Orlando Wells,Tim Downie,Dick Ward,John Albasiny,Danny Emes,Anthony Andrews,John Warnaby,Roger Parrott,Dean Ambridge,James Currie,Graham Curry,Tony Earnshaw,Sean Talo",Tom Hooper,"great britain,radio,monarchy,radio transmission,royal family,speech,marriage,royalty,death of father",,,
16468,16468,False,,0,"Comedy,Romance",,51358,tt0011508,English,Neighbors,The Romeo and Juliet story played out in a tenement neighborhood with Buster and Virginia's families hating each other over the fence separating their buildings.,0.835182,/aizVcDXnfY0deY8brwP5Nl7MBN8.jpg,Joseph_M._Schenck_Productions,United_States_of_America,1920-12-22,0.0,18.0,No Language,Released,,Neighbors,False,6.9,22.0,1920,"Buster Keaton,Virginia Fox,Joe Roberts,Joe Keaton,Edward F. Cline,Jack Duffy",Buster Keaton,"judge,marriage proposal,baseball,wedding ring,belt,wedding ceremony,silent film,police arrest,impossible love,wedding day",,,
16471,16471,False,,0,"War,Drama",,161512,tt0036166,English,Mission to Moscow,Ambassador Joseph Davies is sent by FDR to Russia to learn about the Soviet system and returns to America as an advocate of Stalinism.,0.512595,/rwsZEHrhLeKTDpmFc0ForQwUrJj.jpg,Warner_Bros.,United_States_of_America,1943-05-22,0.0,124.0,"English,Pусский",Released,One American's Journey into the Truth,Mission to Moscow,False,4.0,4.0,1943,"Walter Huston,Ann Harding,Oskar Homolka,George Tobias,Gene Lockhart,Eleanor Parker,Cyd Charisse,John Abbott,Mark Strong",Michael Curtiz,"ambassador,stalinism",161512.0,55995.0,183073.0
16794,16794,False,,0,"Action,Adventure",,84296,tt0022495,English,Trader Horn,"While on safari in an unexplored area of Africa, Trader Horn and Peru find missionary Edith Trent killed by natives. They decide to carry on her quest for her lost daughter Nina. They find her as the queen of a particularly savage tribe, and try to bring her back to civilization.",0.372404,/tIhgJAnVPsbyQAIUXgJknQXbNe2.jpg,Metro-Goldwyn-Mayer_(MGM),United_States_of_America,1931-05-23,0.0,122.0,English,Released,The Miracle of Pictures,Trader Horn,False,2.5,2.0,1931,"Harry Carey,Edwina Booth,Duncan Renaldo,Mutia Omoolu,Olive Carey,C. Aubrey Smith",W.S. Van Dyke,"africa,missionary,safari,death,trader",84296.0,36277.0,33039.0
16882,16882,False,,70000000,"Action,Science_Fiction",http://www.battlela.com,44943,tt1217613,English,Battle: Los Angeles,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",6.753746,/eduBDZvRNGxvqsBgfzxyBgWMKlE.jpg,"Columbia_Pictures,Original_Film,Relativity_Media",United_States_of_America,2011-03-08,202466756.0,116.0,English,Released,It's not war. It's survival.,Battle: Los Angeles,False,5.5,1462.0,2011,"Aaron Eckhart,Ramón Rodríguez,Will Rothhaar,Cory Hardrict,Jim Parrack,Gino Anthony Pesi,Ne-Yo,James Hiroyuki Liao,Bridget Moynahan,Noel Fisher,Adetokumboh M'Cormack,Bryce Cass,Michael Peña,Michelle Rodriguez,Joey King,Neil Brown Jr.,Taylor Handley,Lucas Till,Kenneth Brown Jr.,Jadin Gould,Joe Chrest,E. Roger Mitchell,Rus Blackwell,Susie Abromeit,Brandi Coleman,Jessica Heap,David Jensen,Stacey Turner,Tom Hillmann,Lena Clark,Jamie Norwood,Todd Cochran,Nzinga Blake,Taryn Southern,James D. Dever,Alex Aristidis,Charlotte Biggs,Ava Bogle,Beau Brasseaux,Dane Brown,Grant Case,Kurt Deville,Joshua Farcone,Alex Froman,Zander Gerhardt,Emily D. Haley,Nick Jones Jr.,Philip Lawrence,Tony Mccullough,Keith Middlebrook,Courtney Munch,Gustavo I. Ortiz,Jim Palmer,Michelle Pierce,Philippe Radelet,Lawanda Smith,David Speed,Peyton Whitcomb,Michael Wozniak,Marlon Young,Lynette Zumo,Beth Keener",Jonathan Liebesman,"saving the world,hero,marine corps,chaos,retirement,survivor,meteor,space invasion,alien,battlefield,survival,sergeant,los angeles,battle,danger,escapade,u.s. marine,heroic mission,evil alien,chaos and mayham",44943.0,312318.0,11304.0
17048,17048,False,,6000000,"Adventure,Drama,Action",http://www.13assassins.com/,58857,tt1436045,Japanese,十三人の刺客,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,9.534232,/7Vr1c98X9JaKW6K95Xm6KBqiqDg.jpg,"Toho_Company,Sedic_International","Japan,United_Kingdom",2010-09-09,17555141.0,141.0,日本語,Released,Take up your sword.,13 Assassins,False,7.1,362.0,2010,"Koji Yakusho,Takayuki Yamada,Yusuke Iseya,Gorô Inagaki,Kazue Fukiishi,Hiroki Matsukata,Tsuyoshi Ihara,Ikki Sawamura,Arata Furuta,Sousuke Takaoka,Seiji Rokkaku,Kazuki Namioka,Kôen Kondô,Yuma Ishigaki,Masataka Kubota,Masachika Ichimura,Kôshirô Matsumoto,Masaaki Uchino,Ken Mitsuishi,Ittoku Kishibe,Mikijiro Hira,Mitsuki Tanimura,Takumi Saito,Shinnosuke Abe,Meguru Katô,Kazutoshi Yokoyama",Takashi Miike,"japan,suicide,samurai,immortality,remake,swordsman,suicide mission,stick fight,rooftop,samurai sword,seppuku,code of honor,samurai era",,,
